1	0.12131464729706447
2	0.12059679130713145
3	0.13993118206659952
4	0.1382239212592443
5	0.10579739511013031
6	0.06644074867169063
7	0.059147272258996964
8	0.07098534579078357
9	0.03939524292945862
10	0.06258243198196094
11	0.049765318632125854
12	0.07114656021197636
13	0.05286288261413574
14	0.04987669363617897
15	0.04341491311788559
16	0.08377751956383388
17	0.05025274679064751
18	0.06547568738460541
19	0.05038767928878466
20	0.04284649466474851
21	0.04842237010598183
22	0.03639368092020353
23	0.04541682327787081
24	0.04128575325012207
25	0.03687570864955584
26	0.0419011190533638
27	0.03385737041632334
28	0.042961686849594116
29	0.049906667321920395
30	0.04498454307516416
31	0.03406436120470365
32	0.034470707178115845
33	0.03606466017663479
34	0.050315454602241516
35	0.04637563104430834
36	0.034619168688853584
37	0.050416248540083565
38	0.034115053713321686
39	0.04028181545436382
40	0.03862292692065239
41	0.04771929234266281
42	0.047156101713577904
43	0.03912099823355675
44	0.0328273152311643
45	0.07074359680215518
46	0.03493582457304001
47	0.0425161924213171
48	0.04637173314889272
49	0.03227240468064944
50	0.03215878208478292
